Big Model,Small Model,Dataset,Estimator,HC_File,Avg_Experts_At_Max_HC,Median_Experts_At_Max_HC,Avg_Experts_At_Max_HC_Pmin_rm,Median_Experts_At_Max_HC_Pmin_rm,Avg_Significant_Pvals_Per_Token,Median_Significant_Pvals_Per_Token,Pearson_Max_Per_Row_Big,Pearson_Inverse_Min_P_Big,Pearson_HC_Pmin_rm_Big,Pearson_Max_Per_Row_Small,Pearson_Inverse_Min_P_Small,Pearson_HC_Pmin_rm_Small,Pearson_Max_Per_Row_Diff,Pearson_Inverse_Min_P_Diff,Pearson_HC_Pmin_rm_Diff,Difference_Pearson_Max_Per_Row,Difference_Pearson_Inverse_Min_P,Difference_Pearson_HC_Pmin_rm,Partial_Pearson_Max_Per_Row_Big,Partial_Pearson_HC_Pmin_rm_Big,Partial_Pearson_Max_Per_Row_Small,Partial_Pearson_HC_Pmin_rm_Small,Partial_Pearson_Max_Per_Row_Diff,Partial_Pearson_HC_Pmin_rm_Diff,Partial_Pearson_Max_Per_Row_diff_p_min,Partial_Pearson_HC_Pmin_rm_diff_p_min,Pearson_Max_Per_Row_Big_Q50,Pearson_Inverse_Min_P_Big_Q50,Pearson_HC_Pmin_rm_Big_Q50,Partial_Pearson_Max_Per_Row_Big_Q50,Partial_Pearson_HC_Pmin_rm_Big_Q50,Pearson_Max_Per_Row_Small_Q50,Pearson_HC_Pmin_rm_Small_Q50,Partial_Pearson_Max_Per_Row_Small_Q50,Partial_Pearson_HC_Pmin_rm_Small_Q50,Pearson_Max_Per_Row_Diff_Q50,Pearson_HC_Pmin_rm_Diff_Q50,Partial_Pearson_Max_Per_Row_Diff_Q50,Partial_Pearson_HC_Pmin_rm_Diff_Q50,Pearson_Max_Per_Row_Big_Q90,Pearson_Inverse_Min_P_Big_Q90,Pearson_HC_Pmin_rm_Big_Q90,Partial_Pearson_Max_Per_Row_Big_Q90,Partial_Pearson_HC_Pmin_rm_Big_Q90,Pearson_Max_Per_Row_Small_Q90,Pearson_HC_Pmin_rm_Small_Q90,Partial_Pearson_Max_Per_Row_Small_Q90,Partial_Pearson_HC_Pmin_rm_Small_Q90,Pearson_Max_Per_Row_Diff_Q90,Pearson_HC_Pmin_rm_Diff_Q90,Partial_Pearson_Max_Per_Row_Diff_Q90,Partial_Pearson_HC_Pmin_rm_Diff_Q90,Avg_HC_Max_Per_Row,Median_HC_Max_Per_Row,Avg_HC_Pmin_rm_Max_Per_Row,Median_HC_Pmin_rm_Max_Per_Row,Avg_Inverse_Min_P,Median_Inverse_Min_P
Qwen,Qwen Small,lambada,GMM,hc_values_per_expert_standard_1_new.parquet,11.292687796356377,7.0,13.97125031195408,13.0,0.15205889693037186,0.0,0.1437859348815318,0.038123677802512454,0.12035878359389665,0.23325505675867833,0.03946603102446656,0.2109701397053885,-0.14559687716800743,-0.0010583808142403694,-0.1482466484219403,0.2893828120495392,0.03918205861675282,0.268605432015837,0.11673108837726233,0.092522548480877,0.20152842606029148,0.17836926447248244,-0.13700971432105197,-0.13965600676631243,-0.1457671507578937,-0.1481754054328289,0.16532692065316618,0.03686247975806539,0.13980291477487533,0.13571222330550875,0.10846974396186605,0.2289528491479444,0.20398595462199415,0.19746659534843608,0.17060000129527259,-0.18052780938297308,-0.17399912264749884,-0.16643532809995543,-0.1591595479390428,0.1503332669521523,0.017684876347799614,0.12049335423996532,0.12467737214323815,0.09092578419793368,0.1578397880185419,0.12088550776064455,0.13343822123435126,0.0914740581396882,-0.060728307957626224,-0.036978503042786194,-0.05545409359878689,-0.02833667826670566,-0.04926747453807174,-0.5236841443695751,0.741770180216673,0.0,1.6471175442974794e+297,35.762078905465046
Qwen,Qwen Small,lambada,GMM,hc_values_per_expert_hat_1_new.parquet,14.221861741951585,15.0,17.337833790865986,23.0,0.15205889693037186,0.0,0.13344411758777014,0.038123677802512454,0.13439363474052052,0.21151563199564877,0.03946603102446656,0.22889530764923335,-0.12679936770029412,-0.0010583808142403694,-0.15433385254689858,0.2602434852880643,0.03918205861675282,0.2887274872874191,0.10964053495464372,0.10820817223740736,0.18216381994532257,0.19830932238498097,-0.11681471231240363,-0.14616573717909973,-0.12649687898438472,-0.15426863389254106,0.1539556092391789,0.03686247975806539,0.1558708747966924,0.1274053515001025,0.1266209160933853,0.2127918348771402,0.2243411359969311,0.1834959968081996,0.19342711602270918,-0.16726085647748007,-0.18764504736095317,-0.15239343029451635,-0.17408738531502274,0.16137764833947668,0.017684876347799614,0.1462024752688587,0.13869938154562356,0.1205322102025422,0.17829826283222658,0.15160253872983914,0.15747911048496696,0.1267545423966938,-0.08361931942090262,-0.05510824107525573,-0.08041300858366657,-0.04895296667562289,-0.9195960781378516,-0.5818105148636771,0.4513979141441579,0.0,1.6471175442974794e+297,35.762078905465046
Qwen,Qwen Small,lambada,GMM,hc_values_map_agg_standard_1_new.parquet,6.9717494384826555,6.0,7.783728475168455,5.0,0.15205889693037186,0.0,-0.0709680833087567,0.03167995649069971,-0.10363892375399879,-0.11247562001256693,0.04703571937406847,-0.13459243443861102,0.06741354789163065,-0.02476986184319625,0.04868457874616193,-0.13838163120038735,0.056449818333895965,-0.15232350250016072,0.021262674598169724,-0.05652877388877361,0.024497234248883067,-0.04773917962959547,-0.004538979192300168,-0.016923508453472545,0.09273649498522178,0.06332084336550169,-0.009390817358916267,0.0811638787779979,-0.05452775531358872,0.031965027623776815,-0.05210855427043281,-0.0653745286086552,-0.09500823559590543,0.03487319811019601,-0.041405916421336265,0.11793042102273908,0.09962560753101488,-0.015466661687317428,-0.006722025362759428,0.07644683432161302,0.05236512448416317,0.027961839923947684,0.09702197922481134,0.014988399269430686,0.07091521041195567,0.03749836668694613,0.09503235768365692,0.030894267177667238,-0.011440740194268224,-0.02822295501320276,-0.02499790527616083,-0.037569221330137355,0.24982383895980687,0.05900762657714201,0.23503192761383626,0.0,62.2951516703392,56.11880248559335
Qwen,Qwen Small,lambada,GMM,hc_values_map_agg_hat_1_new.parquet,7.291140504117794,6.0,8.715822310955827,6.0,0.15205889693037186,0.0,-0.05355637461425997,0.03167995649069971,-0.1001180020172884,-0.09534209661546977,0.04703571937406847,-0.13096893124986012,0.06842539898362376,-0.02476986184319625,0.048622720072557954,-0.12198177359788373,0.056449818333895965,-0.14874072208984634,0.05317947073175585,-0.0507964836472507,0.05347807529456556,-0.04155704969740632,0.0016372392455996886,-0.017443336605535972,0.09358733394914613,0.06289663590840487,0.0078745821019543,0.0811638787779979,-0.049695413925802366,0.06297209474331593,-0.04477966108813372,-0.04804752544493408,-0.08963803532266341,0.06284556884064389,-0.033505872436364346,0.11261267348620163,0.09706681563009603,-0.018360836913703247,-0.010070445610860755,0.08769467811842604,0.05236512448416317,0.03166657513677189,0.11127565269022642,0.019838147168475886,0.0777952092984329,0.03996140589481439,0.1018461031889205,0.03390538549387667,-0.005733695821272306,-0.026752768630529555,-0.013810419802326912,-0.035203008532252146,0.12957488289934443,0.05840715874482178,0.1915312357352883,0.0,62.2951516703392,56.11880248559335
Qwen,Qwen Small,lambada,GLM,hc_values_per_expert_standard_1_new.parquet,13.995632642874968,19.0,17.03299226353881,26.0,0.0,0.0,0.09025495303965823,0.12411688036744167,-0.006209726759402301,0.15888227770897678,0.13769857344306272,0.06577850389425288,-0.11230746035404465,-0.018899428221687574,-0.12096617175694724,0.2025624133937029,0.14301630858912925,0.11475644499754493,-0.07887273905708496,-0.08270914074970036,-0.037382373319035246,-0.02951127245305656,-0.07216509568773607,-0.0916455968830423,-0.1584418685578198,-0.12058661100903909,0.11993063674179708,0.14084425812972706,-0.002099981969818118,-0.0855105170237882,-0.10728555420047721,0.1710335830504196,0.04694396855543133,-0.03456217227640697,-0.06771146887164321,-0.14113053528467484,-0.10020685331250882,-0.07866107187117738,-0.04946562562360293,0.12618187470127018,0.12451279046619723,-0.019033536905771233,-0.061300285877862376,-0.1337142860355068,0.13439593693366708,-0.03364742092293317,-0.05054887848481414,-0.15371028912771925,-0.05495118885766116,0.03610156011967568,-0.003976058409146308,0.08039893236307909,-2.293258183664517,-2.534872740828798,0.05308749179361269,0.0,20.37939228902055,11.583579258697679
Qwen,Qwen Small,lambada,GLM,hc_values_per_expert_hat_1_new.parquet,19.575168455203393,26.0,21.877140004991265,26.0,0.0,0.0,0.13306689541266614,0.12411688036744167,-0.005428754962866327,0.20608880239506894,0.13769857344306272,0.06779066325812264,-0.11833965577012445,-0.018899428221687574,-0.123007233650966,0.2514065511827906,0.14301630858912925,0.11757847868809967,0.03947098518400493,-0.08351298772149973,0.08898133842168246,-0.02916740028727148,-0.07971315732793002,-0.09357582164194644,-0.1278781523659672,-0.12285100671736747,0.1487113201883846,0.14084425812972706,-0.0007302157088345915,0.021834572872209815,-0.108146496679312,0.20759373261563546,0.04960398622617859,0.07679715314785517,-0.06714065202510977,-0.1657790508261981,-0.10327155180407346,-0.11733791488633873,-0.05211520331312751,0.14055600802365892,0.12451279046619723,-0.016204463877946627,0.005505773962232233,-0.13319232440125742,0.1557805076697207,-0.0306372112162751,0.02583787512630422,-0.15315085274512755,-0.07384321183968903,0.034875817233930226,-0.04330495662628335,0.08016828427144512,-3.4871260008185803,-3.2340600285468093,0.04706802579221921,0.0,20.37939228902055,11.583579258697679
Qwen,Qwen Small,lambada,GLM,hc_values_map_agg_standard_1_new.parquet,19.129049163963064,25.0,19.303918143249312,26.0,0.0,0.0,0.023700948601016417,-0.025393730508342118,,0.06802145532889219,-0.00716725247935709,,-0.07361266166830946,-0.031372889939430104,,0.09731361026932588,0.005979159431087986,,0.0023387515362356696,,0.03526873870660032,,-0.054824429402006075,,-0.07493970424977577,,0.03838459334454052,0.029778973038429826,,0.03281120939553856,,0.06990840329591302,,0.047732093665674324,,-0.07635631576492208,,-0.0405703386970719,,0.09478447965281785,0.005367679923358991,,0.10605019965052621,,0.08909362175335386,,0.09846208490352755,,-0.01661319827515243,,-0.0160751409336272,,-2.2658218528226564,-2.322744428526395,0.0,0.0,9.369958664751996,9.335065603052211
Qwen,Qwen Small,lambada,GLM,hc_values_map_agg_hat_1_new.parquet,20.85907162465685,26.0,21.320464187671575,26.0,0.0,0.0,0.049084176011798174,-0.025393730508342118,,0.09804614053759386,-0.00716725247935709,,-0.08060471342441451,-0.031372889939430104,,0.12968888943621268,0.005979159431087986,,0.010820269781590217,,0.039872360716815096,,-0.04801103226187621,,-0.08727009686993352,,0.042445427081739845,0.029778973038429826,,0.03442414445337742,,0.0822062469137267,,0.04501864075969622,,-0.0945132066027008,,-0.03209475752944823,,0.07600896875723995,0.005367679923358991,,0.09619575065467043,,0.07128920392356823,,0.08824466541864151,,-0.012997562081075746,,-0.012360917250770985,,-2.8246998687541307,-2.750272423873197,0.0,0.0,9.369958664751996,9.335065603052211
Qwen,Qwen Small,lambada,StudentT,hc_values_per_expert_standard_1_new.parquet,7.770975792363364,3.0,11.8239580733716,4.0,4.991265285749938e-05,0.0,0.07173762884136847,0.03524409805417284,0.03308090507135532,0.15312389623821993,0.03334297825344436,0.12251909123088418,-0.1342923905903942,0.004292904920635702,-0.1490110900461865,0.20603001943176266,0.030951193133537138,0.18209199511754182,0.04665138229736772,0.00850565552293614,0.10720464619183621,0.0804999371138637,-0.09956742927323793,-0.1202218403757728,-0.1447005550495371,-0.15007323818687993,0.10214947659746174,0.024690000146337918,0.04939811430025625,0.04392027590244502,-0.00012076933803707378,0.16150213749037523,0.11666424539854944,0.10379484877700743,0.061718404917774375,-0.15274644499643322,-0.15315672599512042,-0.13552835616601075,-0.12660779407397774,0.12999613875105218,0.02563782422043951,0.07399967043279704,-0.0035402036168069775,-0.033603370649264615,0.14034253003161562,0.07734689061509448,0.00030393495649457555,-0.03730239872715036,-0.06053005685425301,-0.029169571034762698,-0.006854815529121821,0.01745177385189659,-0.6583105219029656,-0.9661611620808077,0.16009302265100575,0.0,60.72224087137636,35.169458780927044
Qwen,Qwen Small,lambada,StudentT,hc_values_per_expert_hat_1_new.parquet,10.830471674569504,4.0,15.945994509608186,23.0,4.991265285749938e-05,0.0,0.051620086247333496,0.03524409805417284,0.04326758192180874,0.12244069632694307,0.03334297825344436,0.13395005292802276,-0.11719668279447037,0.004292904920635702,-0.1507796373595261,0.16881676904180387,0.030951193133537138,0.19404721928133484,0.011356161329826243,0.019435087025418643,0.05525888317987674,0.09266037601189983,-0.0730703036699652,-0.12185447491885952,-0.12619772180904026,-0.15190267194724003,0.09389529898423628,0.024690000146337918,0.06145050683514801,0.024375920085769283,0.012685545993925858,0.14392584498667962,0.13067183898037676,0.07314334800191845,0.07702624557583221,-0.13109770452900926,-0.1608004955527706,-0.10703730546073766,-0.13549464510554768,0.1449916337582226,0.02563782422043951,0.08903521711266252,0.01085824596276575,-0.01742628474152398,0.158355050609367,0.09569608936055177,0.020329516135007417,-0.016999079034863966,-0.07130438783909927,-0.04057274825454906,-0.02263242371037649,0.004234272715571535,-1.146258299727146,-1.1966927022217313,0.1339354008049581,0.0,60.72224087137636,35.169458780927044
