Big Model,Small Model,Dataset,Estimator,HC_File,Avg_Experts_At_Max_HC,Median_Experts_At_Max_HC,Avg_Experts_At_Max_HC_Pmin_rm,Median_Experts_At_Max_HC_Pmin_rm,Avg_Significant_Pvals_Per_Token,Median_Significant_Pvals_Per_Token,Pearson_Max_Per_Row_Big,Pearson_Inverse_Min_P_Big,Pearson_HC_Pmin_rm_Big,Pearson_Max_Per_Row_Small,Pearson_Inverse_Min_P_Small,Pearson_HC_Pmin_rm_Small,Pearson_Max_Per_Row_Diff,Pearson_Inverse_Min_P_Diff,Pearson_HC_Pmin_rm_Diff,Difference_Pearson_Max_Per_Row,Difference_Pearson_Inverse_Min_P,Difference_Pearson_HC_Pmin_rm,Partial_Pearson_Max_Per_Row_Big,Partial_Pearson_HC_Pmin_rm_Big,Partial_Pearson_Max_Per_Row_Small,Partial_Pearson_HC_Pmin_rm_Small,Partial_Pearson_Max_Per_Row_Diff,Partial_Pearson_HC_Pmin_rm_Diff,Partial_Pearson_Max_Per_Row_diff_p_min,Partial_Pearson_HC_Pmin_rm_diff_p_min,Pearson_Max_Per_Row_Big_Q50,Pearson_Inverse_Min_P_Big_Q50,Pearson_HC_Pmin_rm_Big_Q50,Partial_Pearson_Max_Per_Row_Big_Q50,Partial_Pearson_HC_Pmin_rm_Big_Q50,Pearson_Max_Per_Row_Small_Q50,Pearson_HC_Pmin_rm_Small_Q50,Partial_Pearson_Max_Per_Row_Small_Q50,Partial_Pearson_HC_Pmin_rm_Small_Q50,Pearson_Max_Per_Row_Diff_Q50,Pearson_HC_Pmin_rm_Diff_Q50,Partial_Pearson_Max_Per_Row_Diff_Q50,Partial_Pearson_HC_Pmin_rm_Diff_Q50,Pearson_Max_Per_Row_Big_Q75,Pearson_Inverse_Min_P_Big_Q75,Pearson_HC_Pmin_rm_Big_Q75,Partial_Pearson_Max_Per_Row_Big_Q75,Partial_Pearson_HC_Pmin_rm_Big_Q75,Pearson_Max_Per_Row_Small_Q75,Pearson_HC_Pmin_rm_Small_Q75,Partial_Pearson_Max_Per_Row_Small_Q75,Partial_Pearson_HC_Pmin_rm_Small_Q75,Pearson_Max_Per_Row_Diff_Q75,Pearson_HC_Pmin_rm_Diff_Q75,Partial_Pearson_Max_Per_Row_Diff_Q75,Partial_Pearson_HC_Pmin_rm_Diff_Q75,Pearson_Max_Per_Row_Big_Q85,Pearson_Inverse_Min_P_Big_Q85,Pearson_HC_Pmin_rm_Big_Q85,Partial_Pearson_Max_Per_Row_Big_Q85,Partial_Pearson_HC_Pmin_rm_Big_Q85,Pearson_Max_Per_Row_Small_Q85,Pearson_HC_Pmin_rm_Small_Q85,Partial_Pearson_Max_Per_Row_Small_Q85,Partial_Pearson_HC_Pmin_rm_Small_Q85,Pearson_Max_Per_Row_Diff_Q85,Pearson_HC_Pmin_rm_Diff_Q85,Partial_Pearson_Max_Per_Row_Diff_Q85,Partial_Pearson_HC_Pmin_rm_Diff_Q85,Pearson_Max_Per_Row_Big_Q90,Pearson_Inverse_Min_P_Big_Q90,Pearson_HC_Pmin_rm_Big_Q90,Partial_Pearson_Max_Per_Row_Big_Q90,Partial_Pearson_HC_Pmin_rm_Big_Q90,Pearson_Max_Per_Row_Small_Q90,Pearson_HC_Pmin_rm_Small_Q90,Partial_Pearson_Max_Per_Row_Small_Q90,Partial_Pearson_HC_Pmin_rm_Small_Q90,Pearson_Max_Per_Row_Diff_Q90,Pearson_HC_Pmin_rm_Diff_Q90,Partial_Pearson_Max_Per_Row_Diff_Q90,Partial_Pearson_HC_Pmin_rm_Diff_Q90,Pearson_Max_Per_Row_Big_Q95,Pearson_Inverse_Min_P_Big_Q95,Pearson_HC_Pmin_rm_Big_Q95,Partial_Pearson_Max_Per_Row_Big_Q95,Partial_Pearson_HC_Pmin_rm_Big_Q95,Pearson_Max_Per_Row_Small_Q95,Pearson_HC_Pmin_rm_Small_Q95,Partial_Pearson_Max_Per_Row_Small_Q95,Partial_Pearson_HC_Pmin_rm_Small_Q95,Pearson_Max_Per_Row_Diff_Q95,Pearson_HC_Pmin_rm_Diff_Q95,Partial_Pearson_Max_Per_Row_Diff_Q95,Partial_Pearson_HC_Pmin_rm_Diff_Q95,Avg_HC_Max_Per_Row,Median_HC_Max_Per_Row,Avg_HC_Pmin_rm_Max_Per_Row,Median_HC_Pmin_rm_Max_Per_Row,Avg_Inverse_Min_P,Median_Inverse_Min_P
ernie,ernie Small,lambada,GMM,hc_values_per_expert_standard_1_new.parquet,3.737807682067914,3.0,4.803519132560448,3.0,0.47338867778396304,0.0,0.10068414599279644,0.0914437550986674,0.0998065137603178,0.08211772867617304,0.08259715719224599,0.08958759780974968,-0.0418704183883304,-0.023418428776602346,-0.026586696437048925,0.14255456438112685,0.11486218387526974,0.1263932101973667,0.07404943056706352,0.074036248184342,0.057246558505020174,0.06589383317044009,-0.0362305406851759,-0.02051706634523798,-0.03698583540818102,-0.021528292161682006,0.05709142508275264,0.07067682175253373,0.06121612322518692,0.032915795500854834,0.03695686639641307,0.05014074617286703,0.0646278481240904,0.026152891597719587,0.041128275453971706,0.0024014863678508687,0.025827396760587335,-0.004489451048413704,0.020057567501994365,0.05770104413547772,0.03986985444381548,0.053081005282282025,0.04181176176543735,0.03622976090347138,0.05984726435419573,0.06234932255383899,0.04282371531159218,0.04483800025270865,0.018255112564371116,0.03171567834831846,0.012084773370112519,0.026265933018279605,0.0591224621201142,0.01992512013860306,0.05499538808291924,0.05081578344629795,0.046033414872390474,0.06903220518486453,0.07153581982788743,0.058753323146229046,0.061098630700037695,0.03292788345963771,0.04508462981229461,0.027120044620309564,0.04010470917877022,0.059089573495733586,0.014840475584628796,0.052357434892724805,0.053183825523933304,0.04568665874396543,0.0783921756769051,0.07334546722883607,0.07487002731903894,0.06958603976672999,0.04962723222330766,0.051401282372079825,0.052902278648497836,0.055519568681323836,0.07978917033474098,-0.008189959600891358,0.06973250742031308,0.08663314009711155,0.07678806774275532,0.09502268036718434,0.09073561967117755,0.1065679727556294,0.10372010405929528,0.04432729413013228,0.052726382166089825,0.054305457294974706,0.0649823595756731,1.4177657015043454,1.017470795457344,0.8554960770915018,0.3183547250468457,3.6546699905607857e+298,438.41586460064536
ernie,ernie Small,lambada,GMM,hc_values_per_expert_hat_1_new.parquet,3.900283176416487,3.0,5.205508628409613,3.0,0.47338867778396304,0.0,0.08600260680760155,0.0914437550986674,0.10901558112957499,0.05779511135159217,0.08259715719224599,0.09267806193022914,-0.058270482085144217,-0.023418428776602346,-0.03847280418845067,0.14427308889274576,0.11486218387526974,0.14748838531802566,0.06198014231240842,0.08513266690109803,0.03502935622719396,0.07050388435628327,-0.053705190133520576,-0.033146094491115025,-0.054204911979626354,-0.03402981045896937,0.04098974198348941,0.07067682175253373,0.05898414350555113,0.020180168424597526,0.03661862697282795,0.021707097916713484,0.05526620615362118,0.0006331817938167519,0.03324552494859964,-0.028864239165013513,0.009893002300677384,-0.03560786214049595,0.003860237448507959,0.050926556076152284,0.03986985444381548,0.05775700284482163,0.037481989554239155,0.04224571606095189,0.042682938505104295,0.0610576203918394,0.027871004586225753,0.04451594860885955,-0.004628577082841284,0.020630268587291004,-0.010654267883219739,0.01475929139294808,0.05319527560508831,0.01992512013860306,0.057548839280316996,0.04576229555095152,0.04917081624095967,0.05213578930324189,0.06749173480122095,0.04254256701530557,0.05715845788869247,0.009933564425070759,0.03263760329361614,0.003966879656634099,0.026847953646492236,0.05916179780334413,0.014840475584628796,0.06236734456866294,0.0537778388155174,0.05675275009895639,0.0701407432396377,0.07589216477455725,0.0658519888459208,0.07214143022483495,0.03372626027095155,0.03928435815986732,0.03465532572909819,0.04163176835138418,0.08071360390742185,-0.008189959600891358,0.07761818101060003,0.08461283444746917,0.0843776277460484,0.08372981451132328,0.0888765665489589,0.09025147164052098,0.10000718745513842,0.022298710221839324,0.03664501358765078,0.02788059556539482,0.046004580339283445,0.8541703250006187,1.0072521879999192,0.5731433546675241,0.30527715683415935,3.6546699905607857e+298,438.41586460064536
ernie,ernie Small,lambada,GLM,hc_values_per_expert_standard_1_new.parquet,4.802163758259312,3.0,6.123895732991262,4.0,0.01812813127768231,0.0,0.1318066252844724,0.010465040046582483,0.14708312542198848,0.11036940272141382,0.00644237241624206,0.1569433424491951,-0.04958544715753775,-0.008166365722536916,0.006236872522793078,0.18139207244201017,0.018631405769119397,0.1408462528991954,0.07866310546352862,0.10186710694065973,0.059264482014280646,0.12005950077889013,-0.0412497033561848,0.02511984477680578,-0.04551809712513735,0.010812804375914049,0.09584435132158127,0.06849373522900477,0.12783871728472243,-0.04522434889353487,0.05108373621312571,0.08394742007958059,0.14860115837302423,-0.07559545135373257,0.09156457846549058,0.0035431453053564876,0.08312323239387923,-0.07819176625163038,0.10145252543477459,0.09416877676011563,0.043216995404134505,0.09512364181218544,-0.002722100334035724,0.01622690017132319,0.09421268454562051,0.1196744676638828,-0.02094346566667388,0.053657783604922044,0.022716515792987415,0.07308314275068645,-0.03773559079799488,0.08004683916849564,0.09036166657745759,0.033670920573095925,0.07373694569986292,0.024156141901482266,-0.0050496243812068005,0.10083342000433619,0.10316418402607735,0.017171993524894718,0.03127657344742051,0.04109915847282052,0.07476121734059438,-0.008347263698003038,0.07029786134845065,0.07895518127976006,0.017561772657859548,0.05440872142518717,0.033050379580870246,-0.019486345220482412,0.09655605241216195,0.08939591065725397,0.03528072419785178,0.021370754079351253,0.05064848428701078,0.07861196250999489,0.01126389317174718,0.0737722554507368,0.09300628281951873,0.005160427412143343,0.06626842927992858,0.05571780199233656,-0.010913428336827692,0.10057724705769236,0.09537663028941798,0.06413248482913765,0.043814742565874094,0.03314359637595166,0.06674655823978942,0.026784526245747217,0.09695782609316174,0.17653895213469298,0.03254534581658752,0.22977362316512134,0.0,4.840622504054021e+295,45.20041454193728
ernie,ernie Small,lambada,GLM,hc_values_per_expert_hat_1_new.parquet,5.318682382554396,3.0,6.991553113730426,6.0,0.01812813127768231,0.0,0.10175205128692026,0.010465040046582483,0.15021114078984205,0.06456165932214854,0.00644237241624206,0.15653527834251502,-0.07589866744835355,-0.008166365722536916,-0.00045733904492446516,0.17765071873527383,0.018631405769119397,0.1506684798347665,0.04664203223194453,0.1049536610222725,0.008569459176394637,0.1191908040243525,-0.07263705985534587,0.017709635282718336,-0.0727701035015391,0.004181437096952405,0.06298086463593937,0.06849373522900477,0.1221091330490283,-0.07215676246899799,0.0392022502092852,0.034693477314622155,0.14095699168278308,-0.12355777479834813,0.07748313190352477,-0.041481144626581576,0.07729171083586137,-0.13101529492990607,0.0931986720207214,0.0774483696548961,0.043216995404134505,0.09419798641063071,-0.017261638587193307,0.012247710702251486,0.06120726015035359,0.11634204844469767,-0.05961293050727842,0.046342013788319626,-0.014617544179335239,0.06793687827968684,-0.09030804280748793,0.07230914786717106,0.08484081316110728,0.033670920573095925,0.07340141604029651,0.01929321129716832,-0.008326663681434253,0.08060327917132037,0.09910994504241111,-0.011805362309807305,0.021371914895576504,0.010813414830434314,0.06734423498539052,-0.056844353991141544,0.056536331359693506,0.08096770782192675,0.017561772657859548,0.05687988521808459,0.03710360755640701,-0.01713870932577535,0.08253287771380789,0.0861457612810373,0.009832252244784151,0.012657374632892087,0.020418098464301614,0.06820347711223579,-0.04412986619438973,0.05317921980089831,0.09817806407056356,0.005160427412143343,0.06985892494338598,0.058704925369760595,-0.005711172130590116,0.08851765055322316,0.09083020066616575,0.030222623784714325,0.03313331625802753,0.002880003280873256,0.05269480998616124,-0.03948751047230609,0.06923896142902351,-0.04610101018703405,0.032391969492579796,0.1665010765789911,0.0,4.840622504054021e+295,45.20041454193728
ernie,ernie Small,lambada,StudentT,hc_values_per_expert_standard_1_new.parquet,5.579253091947624,4.0,6.67824382215553,5.0,0.10867197521601278,0.0,0.1494799274521348,0.01488972053931,0.14844227733992527,0.13966886555006777,0.011299243396727335,0.14997341905989842,-0.029806152215121152,-0.007731665661700278,-0.009051681209633526,0.17928607966725593,0.022621386201010278,0.1574939585495588,0.00697430924509374,0.0293872572157786,-0.0008657385219224865,0.039342622221891325,-0.014628415070040517,0.015649806451788487,-0.008359535459767855,0.009695099045765224,0.10364663325342532,0.024225605624057067,0.11101033559997062,-0.011103902560693114,0.018753508580523673,0.10676312831539825,0.1306011548236113,-0.015323707322116482,0.04286078835513265,0.038036130704510555,0.07552301130612489,-0.012281566046953536,0.05680912977160134,0.08645176531288473,0.008773964385838648,0.07942805663115653,0.008223949285555877,0.003899506055299475,0.09642612597575068,0.10160423335210436,0.006459562357539536,0.02524159248502969,0.041178389289654116,0.0644536902037582,-0.0016446086321865274,0.044389249916029265,0.08044116865482474,0.010611830295416918,0.07044718844211426,0.029030534297026928,0.012488759493111186,0.09886778792833827,0.09826579242613862,0.031987493884173185,0.034201899103894505,0.05456033605651381,0.07084193041212783,0.012279200139063749,0.045514584586815704,0.07883481701681933,-0.009548038740785818,0.061910532059776854,0.052869456552855305,0.01733771429293814,0.10366212915694044,0.09531012569769251,0.06650810685522625,0.04740500462705409,0.06444099753017912,0.07719063405843865,0.03724599172813645,0.06105830682924494,0.09010511423151682,-0.013247380058256588,0.07753818283560826,0.08380417497431943,0.05202587315249816,0.10840975000350381,0.105736424216621,0.10195991052627952,0.08886515849061948,0.052061962519714775,0.06743900393125359,0.05027546744463612,0.07762291934272422,0.7205331581774597,0.5415907365802131,0.44188073114064674,0.0,231704860489.2087,52.236243361367094
ernie,ernie Small,lambada,StudentT,hc_values_per_expert_hat_1_new.parquet,5.763487184451921,4.0,7.0729239780235735,6.0,0.10867197521601278,0.0,0.11677614852373194,0.01488972053931,0.15170843412757315,0.09156656184795867,0.011299243396727335,0.14665948411820634,-0.05526167103996714,-0.007731665661700278,-0.02130476634927999,0.17203781956369907,0.022621386201010278,0.17301320047685315,-0.020016257056268656,0.042592916522973256,-0.05095618643970028,0.0420928045173182,-0.054092881411262284,-0.004157327286584817,-0.04069197435082023,-0.005525946646143897,0.06550561011748192,0.024225605624057067,0.10063692499249982,-0.047319143051733674,0.010665270755793684,0.05141111756144048,0.11500813452988916,-0.07627821364695225,0.025433382470127937,-0.010341386017013248,0.061212710161171385,-0.0756518462058633,0.03455524706920766,0.06233485059502987,0.008773964385838648,0.0708978267600359,-0.016407029459219655,-0.004117106035710731,0.056378648227987854,0.08785460880110416,-0.04101892104012384,0.007726615279224798,0.0027922672209274835,0.051726025406400714,-0.05401229167444919,0.023145302510533122,0.06314660998934993,0.010611830295416918,0.061786061380870935,0.006297818575134025,0.0013029605767197968,0.06686032464978714,0.08325862221834616,-0.012083592892842918,0.011424322630103689,0.021605936378399502,0.056356257039388735,-0.03477704990481116,0.02021078720052963,0.07143593566517795,-0.009548038740785818,0.058878649724571644,0.03694194763614558,0.013994839365769271,0.08051969979968243,0.08442049264425001,0.02465105513976817,0.0285951322226188,0.03274382514260058,0.06151252941343811,-0.015616745417454872,0.030832287725907216,0.0833065655426149,-0.013247380058256588,0.072067653893007,0.05946182561010383,0.04052163445373386,0.08520837777553206,0.09234464304951617,0.04699303820469032,0.06023254342338306,0.020811930474965358,0.051892104445936296,-0.01034526646540139,0.044153736444642204,0.4796394053029578,0.49105512105713045,0.3228994417984985,0.0,231704860489.2087,52.236243361367094
ernie,ernie Small,lambada,StudentTSkewed,hc_values_per_expert_standard_1_new.parquet,4.801897524021589,3.0,6.34496696275141,4.0,0.11147953626836411,0.0,0.13373678572356842,0.022759289113972198,0.1585938019868559,0.12167962237990501,0.019268804047579417,0.16634647153587734,-0.03264383763911294,-0.008177234897563978,0.001477484238149601,0.16638062336268136,0.030936524011536175,0.1571163177487063,-0.04348898865764441,0.030289741717419993,-0.05542017173937701,0.05281509960831196,-0.018122981474422633,0.03816505903250053,-0.006651173419134682,0.027764209261245395,0.08933738317187545,0.029145046321933217,0.1255704610507684,-0.054426958224204416,0.03427021521786348,0.09073979014029795,0.15021333820044863,-0.06451188981311383,0.06857195504013062,0.030037276042460495,0.09074172716688875,-0.0376681100344372,0.0830737892498042,0.07973832631506136,0.009216376530450297,0.09156298203602341,-0.023402322892756514,0.011785405268319997,0.09125929591769655,0.1193970467083762,-0.02764296549117212,0.04142076801580135,0.04272940938376526,0.07894457048934168,-0.014158039024791428,0.0631021533953368,0.07718630632908591,0.00898132503088102,0.07924350135709024,0.005674623420036797,0.015051101129103345,0.0982593717913481,0.11095608826604855,0.007331962817613363,0.03991527952461658,0.05904892593680908,0.08051753159161965,0.004517356155335857,0.05224505766336407,0.07112599881323739,-0.009806413899158263,0.06686910134234786,0.023537988808358765,0.01568992029509691,0.09804326397252981,0.1045813077588272,0.036620889709470826,0.05160065990531056,0.06677838460081649,0.08650436290648268,0.02993598825015539,0.07182384437470743,0.0920671353961636,-0.013544236902076876,0.08226947961238225,0.07543158315982468,0.04886754246062802,0.11325261713484028,0.11381755459270945,0.09928916309394432,0.09351371443839153,0.05771041224256503,0.07451730432365099,0.0588412673122646,0.09107739681926366,0.5839439028590414,0.41509995719501497,0.38040255478197366,0.0,1442197638.1121411,62.56902489826327
ernie,ernie Small,lambada,StudentTSkewed,hc_values_per_expert_hat_1_new.parquet,5.121693249751918,3.0,6.9621221289057775,6.0,0.11147953626836411,0.0,0.09097194997991,0.022759289113972198,0.16533621734910658,0.06248708978000908,0.019268804047579417,0.1686784434296913,-0.05917243071728899,-0.008177234897563978,-0.007098641595837028,0.150144380697199,0.030936524011536175,0.17243485894494362,-0.07426469456256404,0.04385803294447376,-0.11094445216978323,0.05850715969009057,-0.06024572411299884,0.022978515686072145,-0.04286820114330413,0.01708107512287378,0.04374951214155312,0.029145046321933217,0.1200419379590586,-0.09060629911007125,0.027249454806682918,0.02751903439741113,0.1413212881822995,-0.1252174661225365,0.054475171810579585,-0.0214967986347921,0.08187001378625339,-0.10055356180797576,0.06595125865966006,0.05103700937245216,0.009216376530450297,0.08660876950100413,-0.045521456409627,0.00496884521653724,0.046935280583076,0.11041712306772693,-0.07153188405541754,0.026125410443506327,0.003871597505344833,0.06951822775478235,-0.06369129375488468,0.04423485766805239,0.057288810533272144,0.00898132503088102,0.07505597554895149,-0.014023282337092676,0.008596588008450458,0.06412672014179785,0.1004488897667023,-0.03247880705908292,0.020571123676972895,0.026449244673100093,0.06709520021368116,-0.03941082826547267,0.02545975497987237,0.06045569148480432,-0.009806413899158263,0.06680249289378609,0.010808599512572745,0.01660257951368866,0.07155703723906044,0.09713825543245747,-0.002310586371813328,0.03645507215294557,0.03423877516149549,0.07238477516578495,-0.022740909905558507,0.04138321978592531,0.08508645649371026,-0.013544236902076876,0.08063120530894535,0.05201055871456629,0.04504433061943802,0.09135810196690197,0.10511389154055317,0.045172805754505815,0.07363817718611816,0.029130651343528876,0.0613253353329541,-0.0016776704327306456,0.061166329923211214,0.3139749399900725,0.3949998104991253,0.26253709537528014,0.0,1442197638.1121411,62.56902489826327
ernie,ernie Small,lambada,KDE,hc_values_per_expert_standard_1_new.parquet,6.1558922477430595,4.0,7.421715032553187,7.0,0.001791030326499988,0.0,0.06652114951698705,-0.010994842728990855,-0.010439643609516934,0.03849869471674299,-0.012887260078339693,-0.017418243119313562,-0.05637906757257176,-0.0025718841651344994,-0.0118859783673774,0.12290021708955881,-0.008422958563856355,0.0014463347578604659,-0.09184706764594608,-0.08152395032181416,-0.1083803585969916,-0.07692295381031042,-0.0231763530467491,0.01441248516162661,-0.0360003267549818,-0.001768673723220806,0.018172383914128072,-0.028390693833804034,-0.020413762359198492,-0.08083636377529665,-0.05851291077977553,0.007278345096592025,-0.008539571309638602,-0.09258795827308598,-0.04173626164297546,-0.017816035872471284,0.019235462616976805,-0.04958363557106672,0.018126642660180253,0.022172452134877917,-0.025059033220295644,-0.035710840677934064,-0.07749792310514868,-0.07922257710023561,0.019835816348129556,-0.024910463212431753,-0.08703588268175709,-0.06803060535382797,0.0005471737734987774,0.013515296658934767,-0.038035201313799595,0.003875041742781745,0.029083174055941276,-0.018034534422224927,-0.0263000708529007,-0.05877212359095732,-0.0673055995816043,0.03361659173268575,-0.015221700509310317,-0.07471828088221359,-0.06219284918000101,0.015523878696439676,0.015924614092897894,-0.04458162193711322,-0.005005473979382989,0.03810275587123239,-0.004401385846509594,-0.026332346726304634,-0.03788503784370321,-0.07040976667764705,0.04411241361473037,-0.019388907378158276,-0.058895366611732766,-0.07301397434023116,0.019691830242393776,0.007610238323277869,-0.04815963127606414,-0.019954978244445427,0.05449891625202682,-0.0010381670535875827,-0.007505414018953644,-0.011705397662199258,-0.052655725082922225,0.05087744582973513,-0.009256554790183932,-0.03266381406921144,-0.0585011900359416,0.004765368813815431,-0.0047484081314026405,-0.04046045070243204,-0.02151989177003304,-0.3751874058605718,-0.4450438186719661,0.07801856879051307,0.0,73.00173696406408,22.85371689698111
ernie,ernie Small,lambada,KDE,hc_values_per_expert_hat_1_new.parquet,6.841905269017595,6.0,8.520415325410848,10.0,0.001791030326499988,0.0,0.06435387518074523,-0.010994842728990855,-0.006000695342773624,0.03327302486559622,-0.012887260078339693,-0.01353465883602825,-0.06178023648638724,-0.0025718841651344994,-0.01325228023122293,0.12613411166713245,-0.008422958563856355,0.007251584888449306,-0.0784855776923817,-0.07903569437356975,-0.10038305824841791,-0.07469667409374632,-0.033905351637854464,0.013751998154667591,-0.043564890063457325,-0.00295185581981869,0.015120712800754058,-0.028390693833804034,-0.02101946942805102,-0.07360842129468029,-0.06021819878458449,8.618504652019212e-05,-0.008686525185256522,-0.0921594198311864,-0.04275793304616504,-0.027601046795679308,0.02003398563347663,-0.06192214319244852,0.019070861682479713,0.023971480044308685,-0.025059033220295644,-0.03788162879220088,-0.06053267402011363,-0.0827426330469327,0.017972373614138875,-0.02638776974711746,-0.07585538866304825,-0.07070429060031819,-0.00651338241111526,0.014412455221542792,-0.04578221375256613,0.004759927009553588,0.03163917514307655,-0.018034534422224927,-0.028167095246574445,-0.04278184010946346,-0.07019714052825245,0.03216963231010633,-0.016786022912501256,-0.06385780542629209,-0.06480273450149937,0.008199401322945835,0.01610012867811724,-0.0511055841750342,-0.005098361164297766,0.04523628488497556,-0.004401385846509594,-0.029005544717036882,-0.014163889023515711,-0.07426690637521659,0.0474953389536165,-0.0210891982613748,-0.038609919627782756,-0.07582428663756405,0.014055134377717755,0.008895330727796764,-0.04966794302819017,-0.018778083060175327,0.057967694099607885,-0.0010381670535875827,-0.011117410287210874,0.0017021605006973643,-0.05771280232746742,0.049168965464735384,-0.011519807677160966,-0.026712578409378022,-0.06199183716950278,-0.003928613323307471,-0.003047661755730527,-0.05121357484519714,-0.019725140198143955,-0.5264597601120761,-0.48860181110769146,0.06624221265326452,0.0,73.00173696406408,22.85371689698111
